,RCDTS,City,County,District Size,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Low Income,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,% Graduates enrolled in a Postsecondary Institution within 12 months,% Graduates enrolled in a Postsecondary Institution within 12 months - Private Institution,% Graduates enrolled in a Postsecondary Institution within 12 months - Four-year Institution,Year
1121,350500010260001,Leland,La Salle,SMALL,63,81.0,49.2,182.0,8.5,2.9,5.0,0.0,5.4,87.0,84.6,90.0,81.3,86.7,7.8,90.9,20.6,29.7,50.0,0.0,20.0,2020
1122,350500020260001,Serena,La Salle,MEDIUM,213,84.5,29.6,181.0,6.0,3.5,4.0,2.9,8.6,90.6,95.5,87.1,92.9,84.6,14.5,81.6,10.7,22.1,64.3,17.9,28.6,2020
1123,350500090260001,Earlville,La Salle,SMALL,131,85.5,30.5,181.0,11.1,3.7,4.1,3.2,7.3,94.3,91.3,100.0,93.3,,13.3,67.6,14.9,17.1,51.4,5.4,10.8,2020
1124,350500400170001,Streator,La Salle,MEDIUM,833,70.2,43.7,176.0,9.7,5.9,7.4,4.4,10.8,79.2,81.4,76.7,80.0,23.1,19.3,94.3,25.0,42.0,49.0,10.0,21.0,2020
1125,350501200170001,La Salle,La Salle,MEDIUM,1192,75.9,38.8,176.0,10.5,5.5,5.8,5.3,9.2,86.6,84.0,89.5,87.9,77.1,20.9,91.9,12.2,18.7,64.8,7.3,19.4,2020
1126,350501400170001,Ottawa,La Salle,MEDIUM,1188,82.0,34.3,181.0,9.9,5.4,7.2,3.4,6.8,80.9,76.5,85.7,81.9,71.0,19.1,91.9,21.9,37.5,64.6,10.4,22.9,2020
1127,350501600170001,Seneca,La Salle,SMALL,427,88.1,29.0,182.0,4.2,1.4,0.5,2.4,2.1,97.1,96.6,97.7,97.7,91.3,14.1,89.9,6.2,9.9,63.3,15.6,27.5,2020
1128,350502800170001,Mendota,La Salle,SMALL,522,54.0,48.1,175.0,8.7,3.2,4.9,1.4,4.9,89.6,90.2,89.1,87.7,84.7,20.5,90.3,12.0,17.7,62.3,8.5,16.0,2020
1129,350590050260001,Henry,Marshall,MEDIUM,157,96.2,35.7,176.0,14.7,4.3,3.9,4.7,10.4,81.1,74.2,90.9,82.0,59.1,12.6,85.4,16.8,35.4,52.2,6.5,21.7,2020
1130,350590070260001,Varna,Marshall,MEDIUM,204,97.1,34.3,177.0,9.8,3.6,5.9,1.0,5.8,87.9,85.7,90.0,89.3,78.3,17.0,73.9,9.3,13.8,53.7,9.3,16.7,2020
1131,350785350260002,Granville,Putnam,MEDIUM,265,86.0,37.7,176.0,5.6,2.5,2.8,2.2,3.8,84.1,90.3,78.9,83.1,68.2,14.6,81.9,10.9,17.3,60.0,7.7,18.5,2020
1132,390550010260001,Argenta,Macon,MEDIUM,273,86.1,41.8,172.0,9.3,3.0,4.1,1.5,2.9,93.2,92.3,94.3,95.3,96.2,16.5,78.9,15.4,20.2,66.7,12.0,18.7,2020
1133,390550020260001,Maroa,Macon,MEDIUM,365,86.0,20.5,176.0,7.8,2.5,2.0,3.1,2.2,97.1,100.0,94.1,98.9,100.0,18.5,87.0,9.1,20.7,76.9,12.5,46.2,2020
1134,390550030260001,Mount Zion,Macon,LARGE,769,93.2,17.2,180.0,6.4,2.1,3.0,1.1,3.6,94.5,93.0,96.7,95.1,92.7,23.2,91.1,7.5,17.6,76.5,18.4,44.1,2020
1135,390550090260001,Niantic,Macon,MEDIUM,214,93.5,38.8,175.0,7.1,2.3,1.6,3.1,3.2,93.9,97.1,90.6,96.7,88.9,14.6,93.5,12.7,16.8,58.1,16.1,24.2,2020
1136,390550110260001,Warrensburg,Macon,MEDIUM,316,90.8,26.3,177.0,7.7,4.0,3.3,4.8,8.6,88.9,92.9,84.6,88.2,93.3,18.9,86.5,11.4,22.7,73.7,18.4,30.3,2020
1137,390550150260001,Macon,Macon,MEDIUM,263,94.7,28.5,178.0,9.6,2.8,3.9,1.5,0.0,86.7,94.3,76.0,87.3,85.7,14.7,90.7,21.6,36.4,71.4,7.1,30.0,2020
1138,390550610250036,Decatur,Macon,LARGE,976,37.4,73.5,174.0,13.6,6.8,8.0,5.6,6.8,77.4,71.5,83.3,75.0,76.1,20.9,79.5,29.2,34.1,44.3,12.3,20.4,2020
1139,390550610250038,Decatur,Macon,LARGE,1090,37.3,66.3,174.0,12.5,4.7,4.3,5.0,4.2,80.5,76.4,84.4,83.0,81.2,21.7,73.2,25.9,30.6,49.5,8.9,19.8,2020
1140,390740050260001,Bement,Piatt,SMALL,88,87.5,43.2,176.0,12.2,3.1,2.4,3.6,0.0,90.9,90.9,90.9,90.0,,10.7,82.1,18.8,22.5,73.7,5.3,26.3,2020
1141,390740250260001,Monticello,Piatt,MEDIUM,507,95.3,21.3,180.0,5.0,0.6,0.7,0.4,0.9,95.6,91.2,100.0,95.5,90.5,18.7,89.9,10.1,21.4,77.1,13.6,41.5,2020
1142,390740570260001,De Land,Piatt,SMALL,58,98.3,34.5,176.0,16.7,5.0,3.2,6.9,8.0,90.5,,91.7,90.5,,9.1,81.3,16.1,23.1,60.0,0.0,10.0,2020
1143,390741000260001,Cerro Gordo,Piatt,MEDIUM,222,94.6,40.1,176.0,8.1,3.6,4.3,2.7,3.3,84.2,80.0,88.9,88.2,81.8,17.2,86.4,15.0,23.7,78.4,16.2,43.2,2020
1144,400070400260001,Hardin,Calhoun,SMALL,133,98.5,42.1,178.0,7.0,2.9,2.8,2.9,5.0,78.6,64.3,92.9,78.6,68.8,13.9,82.1,11.7,22.4,61.1,19.4,30.6,2020
1145,400070420260001,Brussels,Calhoun,SMALL,67,95.5,20.9,177.0,7.1,1.8,3.7,0.0,,93.3,90.0,,100.0,,8.8,80.0,10.1,25.0,93.3,6.7,13.3,2020
1146,400310010260003,Carrollton,Greene,MEDIUM,195,96.9,49.7,177.0,13.3,1.4,1.9,1.0,1.8,86.0,87.0,85.0,88.1,77.3,17.7,81.0,12.9,18.8,73.6,22.6,35.9,2020
1147,400310030260001,White Hall,Greene,MEDIUM,362,97.5,62.7,176.0,11.7,6.8,8.5,5.2,8.8,83.1,81.6,85.2,84.1,76.2,14.5,82.4,15.5,20.9,51.8,16.1,21.4,2020
1148,400310100260001,Greenfield,Greene,SMALL,124,97.6,42.7,176.0,5.9,0.8,0.0,1.5,0.0,89.3,80.0,94.4,89.3,90.9,14.6,97.1,11.1,22.7,62.5,37.5,50.0,2020
1149,400421000260001,Jerseyville,Jersey,LARGE,1006,96.4,36.8,175.0,6.4,1.9,1.1,2.7,4.1,89.1,88.2,90.2,88.9,81.1,22.6,87.6,9.0,18.0,73.4,16.0,35.1,2020
1150,400560010260002,Carlinville,Macoupin,MEDIUM,438,92.9,42.7,176.0,6.4,4.7,4.2,5.4,8.2,85.6,83.0,88.6,85.6,71.9,22.1,90.4,13.3,24.7,65.1,28.9,45.8,2020
1151,400560020260004,Palmyra,Macoupin,SMALL,96,97.9,58.3,176.0,5.4,2.9,1.7,4.5,4.8,86.2,94.1,75.0,85.7,78.9,8.3,81.8,11.1,17.2,61.1,22.2,30.6,2020
1152,400560050260001,Mount Olive,Macoupin,SMALL,129,100.0,45.7,175.0,2.9,0.7,1.3,0.0,0.0,90.3,93.3,87.5,90.3,88.9,14.1,80.6,2.9,4.2,66.7,25.0,44.4,2020
1153,400560060260001,Staunton,Macoupin,MEDIUM,354,94.6,31.6,175.0,6.3,2.7,1.6,3.9,5.9,94.5,95.7,93.3,94.3,85.7,18.5,90.5,6.4,9.6,70.0,23.8,48.8,2020
1154,400560070260003,Gillespie,Macoupin,MEDIUM,370,96.2,51.6,176.0,8.7,3.9,4.7,3.2,3.9,88.2,85.7,90.7,88.1,83.0,18.1,89.3,17.2,17.1,54.2,12.5,26.4,2020
1155,400560080260001,Bunker Hill,Macoupin,MEDIUM,213,95.3,42.7,175.0,6.1,0.0,0.0,0.0,0.0,82.7,78.3,86.2,83.3,82.6,15.8,88.6,7.1,11.0,48.9,4.4,15.6,2020
1156,400560090260001,Piasa,Macoupin,MEDIUM,443,95.3,34.3,176.0,8.4,4.6,5.7,3.5,8.9,89.3,83.0,94.1,89.7,79.5,20.1,83.8,15.0,29.9,71.3,13.9,35.2,2020
1157,400560340260001,Virden,Macoupin,MEDIUM,397,94.0,53.4,176.0,10.0,7.0,7.1,6.8,10.3,82.4,78.8,85.7,82.5,70.9,18.4,86.3,18.3,24.8,55.8,10.5,32.6,2020
1158,410570010260001,Roxana,Madison,LARGE,542,90.6,48.0,176.0,8.2,4.2,5.4,2.9,5.7,91.8,92.3,91.2,92.7,88.9,19.6,89.1,18.1,24.5,59.1,8.8,24.8,2020
1159,410570020260001,Troy,Madison,LARGE,1178,92.1,19.7,177.0,3.3,1.8,1.8,1.8,4.2,93.7,93.7,93.8,94.3,83.0,20.9,92.8,5.5,11.7,84.9,18.7,48.6,2020
1160,410570050260001,Highland,Madison,LARGE,873,95.8,26.2,177.0,5.6,4.1,4.8,3.4,8.7,85.1,80.8,90.5,85.6,66.0,21.8,94.0,9.7,20.9,76.7,7.8,52.1,2020
1161,410570070260001,Edwardsville,Madison,LARGE,2293,80.6,14.3,178.0,6.4,3.6,3.8,3.5,9.5,93.6,92.1,95.1,93.4,74.4,26.2,91.8,12.8,31.4,82.3,14.9,60.5,2020
1162,410570080260001,Bethalto,Madison,LARGE,752,91.8,32.0,180.0,7.7,2.4,2.6,2.1,4.8,91.9,90.0,94.2,92.4,86.1,21.4,84.4,10.8,22.1,75.0,12.0,39.7,2020
1163,410570090260001,Granite City,Madison,LARGE,1873,68.0,53.0,178.0,12.5,5.1,5.7,4.4,7.1,78.5,75.9,81.1,81.7,68.8,27.6,95.2,17.0,24.3,50.4,7.1,19.5,2020
1164,410570100260001,Collinsville,Madison,LARGE,1845,60.7,51.6,176.0,9.1,4.6,5.2,3.9,7.3,88.9,85.9,92.6,90.4,82.9,18.9,93.1,13.4,18.6,57.5,10.2,32.6,2020
1165,410570110260001,Alton,Madison,LARGE,2020,62.3,47.6,176.0,13.7,5.2,5.5,4.8,6.7,80.2,75.5,85.5,86.1,69.7,23.7,88.2,16.9,25.8,64.0,8.0,25.3,2020
1166,410570120260001,Madison,Madison,MEDIUM,132,2.3,100.0,179.0,18.7,6.3,4.4,8.3,6.3,83.9,77.4,92.0,,85.2,13.4,62.2,50.6,50.6,38.0,8.0,22.0,2020
1167,410570140160001,Wood River,Madison,SMALL,570,86.7,64.2,176.0,15.0,5.3,6.3,4.3,6.0,86.6,86.2,87.1,87.4,85.5,21.2,93.1,13.6,18.5,56.5,11.3,21.7,2020
1168,440630120260002,Johnsburg,McHenry,LARGE,598,92.8,21.2,180.0,3.5,1.8,1.9,1.6,2.7,89.7,86.7,93.1,90.3,78.1,20.8,84.6,6.5,11.7,69.4,18.1,34.4,2020
1169,440630190240002,Hebron,McHenry,SMALL,95,77.9,41.1,181.0,7.7,8.0,8.6,7.3,10.2,80.0,84.6,75.0,81.8,,10.8,78.6,13.0,19.0,63.6,13.6,40.9,2020
1170,440630500260001,Harvard,McHenry,LARGE,754,31.0,42.7,181.0,5.1,4.4,4.3,4.5,6.1,82.0,76.8,87.4,82.8,73.4,16.4,89.8,19.2,24.9,48.4,5.5,11.7,2020
1171,440631540160001,Marengo,McHenry,MEDIUM,658,75.1,28.9,182.0,5.1,1.7,2.7,0.6,2.3,91.0,85.9,96.1,90.3,91.7,21.1,94.3,12.7,21.8,66.3,9.2,28.8,2020
1172,440631550160001,Crystal Lake,McHenry,LARGE,1420,69.4,27.6,180.0,4.6,1.5,2.2,0.7,3.0,92.6,90.4,94.5,93.7,83.8,21.4,95.3,11.5,20.5,71.8,15.8,39.3,2020
1173,440631550160002,Cary,McHenry,LARGE,1591,82.1,17.1,180.0,3.3,1.0,1.0,1.0,1.8,96.8,95.9,97.7,97.2,92.9,23.7,93.0,9.1,19.9,76.4,17.5,54.4,2020
1174,440631550160003,Crystal Lake,McHenry,LARGE,1357,77.2,22.5,180.0,4.1,1.3,1.8,0.7,2.1,97.6,96.3,98.8,98.1,94.7,23.1,92.0,11.1,21.9,75.6,13.6,46.1,2020
1175,440631550160004,Crystal Lake,McHenry,LARGE,1302,84.9,11.3,180.0,4.0,0.7,0.8,0.6,1.4,97.7,96.6,98.8,97.3,100.0,23.7,90.3,6.9,16.2,79.9,15.0,47.6,2020
1176,440631560160001,McHenry,McHenry,MEDIUM,1462,71.0,32.5,181.0,7.9,2.8,3.6,2.1,3.3,88.8,87.0,90.8,89.3,85.5,21.2,86.5,14.7,24.3,66.2,12.2,27.1,2020
1177,440631560160002,McHenry,McHenry,MEDIUM,684,78.4,29.1,181.0,11.0,2.9,3.7,2.1,4.2,92.4,89.2,95.6,93.0,82.5,17.0,89.5,19.2,28.4,57.1,14.6,30.5,2020
1178,440631570160001,Richmond,McHenry,MEDIUM,611,85.9,10.1,180.0,4.4,3.9,4.4,3.4,11.9,92.5,94.7,90.0,92.5,85.7,20.8,90.9,12.3,27.6,73.1,9.0,48.1,2020
1179,440631580220002,Huntley,McHenry,LARGE,3031,74.1,9.7,181.0,3.5,1.7,1.8,1.5,4.2,92.7,90.5,94.9,93.4,80.3,26.2,92.7,10.7,20.8,80.0,14.4,49.6,2020
1180,440632000260008,Woodstock,McHenry,LARGE,992,52.6,37.9,181.0,9.8,1.8,2.1,1.6,3.7,94.5,91.0,97.7,94.2,94.4,21.5,91.6,2.2,3.1,70.9,12.3,32.3,2020
1181,440632000260009,Woodstock,McHenry,LARGE,967,61.5,31.0,181.0,9.6,1.3,1.5,1.1,2.6,96.2,94.4,98.2,95.5,89.9,22.5,90.1,0.9,0.9,60.9,13.0,26.6,2020
1182,450670030260001,Valmeyer,Monroe,SMALL,118,94.1,16.9,176.0,5.0,0.8,0.0,1.7,0.0,91.3,100.0,81.8,91.3,,12.6,89.5,5.6,4.3,89.1,13.0,56.5,2020
1183,450670040260001,Columbia,Monroe,LARGE,631,93.3,10.1,176.0,4.4,1.5,2.1,0.9,6.3,97.0,96.6,97.5,97.5,91.3,22.0,88.5,4.1,13.5,86.6,19.2,57.0,2020
1184,450670050260001,Waterloo,Monroe,LARGE,851,95.1,16.3,176.0,6.4,2.2,2.6,1.8,4.4,91.8,91.8,91.9,93.2,85.3,23.5,92.1,9.0,24.8,76.1,14.9,44.8,2020
1185,450790010220001,Coulterville,Randolph,SMALL,57,89.5,63.2,176.0,0.0,4.8,8.8,0.0,7.7,94.4,90.9,,94.1,91.7,8.6,85.7,5.0,8.1,46.7,0.0,6.7,2020
1186,450791320260001,Red Bud,Randolph,MEDIUM,383,97.1,33.7,176.0,7.5,0.7,1.4,0.0,0.8,98.1,96.5,100.0,98.1,92.9,17.7,87.3,12.1,21.2,65.6,15.6,31.1,2020
1187,450791380260001,Steeleville,Randolph,SMALL,152,96.7,24.3,176.0,4.2,0.6,0.0,1.4,2.6,97.4,95.8,100.0,97.4,,14.8,85.3,8.3,20.0,70.8,8.3,14.6,2020
1188,450791390260001,Chester,Randolph,MEDIUM,355,88.7,39.4,176.0,7.2,4.8,4.0,5.5,8.3,89.9,89.6,90.2,88.9,84.6,19.9,83.1,8.9,17.3,65.4,6.4,38.5,2020
1189,450791400260001,Sparta,Randolph,MEDIUM,334,74.9,56.0,177.0,7.3,5.0,4.3,5.7,6.4,87.3,84.9,89.8,88.0,81.7,17.8,79.2,17.9,27.0,53.9,16.7,24.4,2020
1190,470521700220001,Dixon,Lee,LARGE,745,84.0,38.0,181.0,13.1,3.0,3.0,3.0,5.2,87.3,84.7,89.6,87.4,82.1,23.8,93.1,15.3,24.7,59.0,10.4,20.8,2020
1191,470522720260001,Amboy,Lee,MEDIUM,190,90.0,34.2,181.0,11.9,3.4,2.9,3.9,9.0,89.4,95.5,84.0,88.9,83.3,14.1,86.5,8.3,16.7,48.0,12.0,14.0,2020
1192,470522750260001,Ashton,Lee,MEDIUM,223,87.0,39.5,179.0,4.8,1.9,2.2,1.4,4.6,100.0,100.0,100.0,100.0,100.0,16.3,90.0,5.6,9.0,75.0,12.5,22.9,2020
1193,470712120170001,Rochelle,Ogle,MEDIUM,823,60.3,24.5,180.0,12.2,2.6,3.4,1.6,7.5,93.2,88.9,97.8,92.7,93.6,19.5,86.1,14.3,20.2,54.4,6.0,17.5,2020
1194,470712200260001,Oregon,Ogle,MEDIUM,411,83.9,37.7,180.0,12.6,1.6,1.0,2.3,0.6,93.9,90.4,97.9,94.1,85.4,21.8,83.1,14.8,26.9,56.7,11.5,25.0,2020
1195,470712210260004,Forreston,Ogle,MEDIUM,431,89.3,29.0,181.0,3.9,2.8,1.7,3.9,7.6,94.7,90.9,100.0,94.5,81.8,17.7,91.3,7.2,14.9,68.1,13.0,27.5,2020
1196,470712220260004,Polo,Ogle,MEDIUM,172,93.6,36.6,181.0,5.2,2.2,3.3,1.1,4.9,97.2,94.4,100.0,97.0,91.7,13.6,100.0,6.9,10.9,62.5,12.5,21.9,2020
1197,470712230260003,Stillman Valley,Ogle,MEDIUM,551,83.7,19.6,177.0,9.1,2.1,2.9,1.3,4.7,88.1,85.2,90.2,88.5,80.6,21.0,87.3,10.8,25.0,62.8,8.3,28.3,2020
1198,470712260260001,Byron,Ogle,MEDIUM,447,86.6,24.2,176.0,7.0,2.8,2.5,3.1,7.0,92.8,90.5,95.8,91.8,90.0,17.8,91.5,8.3,18.6,65.6,9.8,26.2,2020
1199,470980010260001,Erie,Whiteside,MEDIUM,194,92.8,30.9,180.0,5.7,3.3,4.3,2.1,6.8,89.1,79.2,100.0,90.7,93.8,13.2,87.9,21.6,34.3,63.3,12.2,24.5,2020
1200,470980020260001,Fulton,Whiteside,MEDIUM,277,93.1,37.5,181.0,7.0,4.1,6.3,1.5,5.3,85.9,80.6,90.9,84.7,82.6,19.4,88.5,9.8,12.8,69.1,22.2,35.8,2020
1201,470980030260001,Prophetstown,Whiteside,MEDIUM,203,90.6,53.7,175.0,9.5,4.6,4.2,5.0,7.4,76.9,72.2,87.5,75.0,65.4,14.8,82.0,16.6,24.6,56.3,14.1,21.1,2020
1202,470980050260014,Sterling,Whiteside,LARGE,968,53.8,45.6,180.0,11.8,4.7,5.1,4.3,6.6,89.8,86.8,92.9,92.3,83.6,20.5,91.2,7.2,9.6,60.9,10.7,22.2,2020
1203,470980060260001,Morrison,Whiteside,MEDIUM,289,91.3,36.3,181.0,4.7,5.3,5.0,5.7,8.7,89.4,91.9,86.2,93.3,80.8,16.3,77.0,12.9,25.0,63.2,14.0,26.3,2020
1204,470983010170001,Rock Falls,Whiteside,SMALL,639,69.5,52.1,180.0,8.8,2.2,2.2,2.3,2.8,93.3,94.3,92.1,92.4,90.0,21.0,95.9,8.6,14.0,49.6,8.4,16.8,2020
1205,480721500250023,Peoria,Peoria,LARGE,595,9.1,92.8,181.0,44.3,8.7,8.7,8.7,8.4,70.2,67.7,72.9,50.0,71.1,19.6,78.0,38.8,39.7,38.0,6.3,14.1,2020
1206,480721500250024,Peoria,Peoria,LARGE,1205,10.7,83.7,181.0,33.2,12.5,14.5,10.4,12.5,75.5,65.8,85.6,67.2,78.6,23.0,85.5,31.4,35.0,43.4,6.4,12.8,2020
1207,480721500250025,Peoria,Peoria,LARGE,1332,43.9,44.9,181.0,15.2,3.3,3.6,2.9,5.3,88.4,84.1,93.2,89.7,88.6,24.0,89.3,11.6,20.2,66.1,17.1,33.6,2020
1208,480722650260001,Farmington,Peoria,MEDIUM,401,93.5,36.9,175.0,18.4,7.6,8.8,6.3,10.9,85.7,83.9,87.5,85.8,78.7,20.2,81.5,18.5,30.6,69.7,14.1,31.3,2020
1209,480723090260003,Brimfield,Peoria,MEDIUM,211,95.7,15.2,180.0,4.3,2.3,2.5,2.0,6.3,89.5,88.9,90.0,88.7,84.6,15.8,86.5,10.7,33.3,81.8,10.9,23.6,2020
1210,480723100160001,Peoria,Peoria,MEDIUM,914,78.7,41.2,181.0,12.8,3.5,2.2,5.1,6.1,76.6,71.1,81.9,78.6,68.2,17.0,90.0,15.2,25.6,62.5,12.1,25.4,2020
1211,480723210260007,Chillicothe,Peoria,LARGE,621,90.2,31.9,181.0,9.9,0.9,1.2,0.6,1.3,88.3,84.4,93.1,89.3,74.0,21.0,87.4,9.4,16.7,73.8,15.2,32.4,2020
1212,480723220260004,Elmwood,Peoria,MEDIUM,195,91.8,16.4,176.0,8.4,2.8,1.9,3.6,7.0,96.0,100.0,92.9,100.0,,15.3,89.5,10.4,22.0,80.4,17.7,39.2,2020
1213,480723230260004,Dunlap,Peoria,LARGE,1298,70.4,14.1,181.0,8.8,2.9,3.6,2.1,6.8,97.7,95.6,99.4,97.7,94.4,24.3,90.3,6.4,14.3,85.0,17.8,55.1,2020
1214,480723250260005,Peoria Heights,Peoria,MEDIUM,206,70.4,38.3,177.0,17.6,4.1,3.5,4.6,4.5,71.4,72.0,71.0,78.0,65.0,15.2,80.4,22.2,28.3,61.0,12.2,22.0,2020
1215,480723260260005,Princeville,Peoria,MEDIUM,380,89.7,30.5,176.0,5.1,3.3,2.4,4.4,5.6,88.1,85.7,90.3,88.9,88.9,17.1,89.9,3.9,11.3,84.9,7.6,20.8,2020
1216,480723270260008,Glasford,Peoria,MEDIUM,248,90.7,26.2,176.0,5.7,7.0,7.1,6.9,14.7,87.1,87.8,86.2,85.9,75.0,17.2,87.7,22.2,36.0,85.0,13.3,31.7,2020
1217,490810300170001,East Moline,Rock Island,MEDIUM,1705,51.3,61.9,177.0,7.9,2.6,2.2,3.0,2.7,94.5,93.5,95.8,95.4,93.8,19.8,92.5,18.0,23.3,45.7,8.9,15.7,2020
1218,490810400220001,Moline,Rock Island,LARGE,2085,54.6,45.9,182.0,10.0,3.5,4.0,3.0,5.5,91.7,92.9,90.5,92.7,86.0,26.2,88.5,16.3,23.2,58.0,12.9,27.2,2020
1219,490810410250001,Rock Island,Rock Island,LARGE,1612,44.0,61.4,183.0,15.5,6.7,6.8,6.5,8.1,77.1,72.2,81.7,76.0,80.0,24.1,92.9,36.3,40.8,52.6,10.8,18.9,2020
1220,490811000260001,Port Byron,Rock Island,MEDIUM,338,92.9,24.6,181.0,3.4,2.9,3.1,2.5,1.2,97.5,94.6,100.0,97.4,96.0,19.4,90.4,7.3,11.9,60.6,19.7,35.2,2020
1221,490812000260001,Sherrard,Rock Island,MEDIUM,416,88.7,20.9,177.0,11.8,1.6,2.7,0.5,3.0,93.7,93.2,94.2,93.8,87.5,16.9,85.4,6.3,13.5,57.8,12.9,31.0,2020
1222,490813000260001,Taylor Ridge,Rock Island,MEDIUM,380,95.0,18.9,179.0,5.8,1.3,1.9,0.6,2.7,92.8,90.6,95.5,92.6,81.3,17.9,94.4,4.9,11.0,84.0,18.7,53.3,2020
1223,500820090260003,Lebanon,Saint Clair,MEDIUM,282,68.8,43.3,176.0,13.4,2.7,1.4,4.1,5.7,93.5,93.3,93.8,92.0,100.0,12.1,92.5,10.0,14.8,81.5,48.2,59.3,2020
1224,500820190260001,Mascoutah,Saint Clair,LARGE,1116,70.3,21.8,176.0,6.4,2.7,3.2,2.1,6.2,93.9,93.7,94.3,95.3,85.2,24.1,95.1,6.4,13.9,76.5,15.1,45.8,2020
1225,500820400260001,Marissa,Saint Clair,MEDIUM,230,92.6,60.0,176.0,7.0,2.5,2.5,2.6,2.1,95.3,95.2,95.5,95.2,92.9,11.0,88.5,7.4,11.4,56.5,6.5,19.6,2020
1226,500820600260003,New Athens,Saint Clair,MEDIUM,156,94.9,29.5,177.0,7.6,6.2,6.3,6.1,6.5,87.8,82.6,92.3,87.5,84.2,15.3,91.8,11.7,14.9,69.2,19.2,36.5,2020
1227,500820770160001,Freeburg,Saint Clair,SMALL,655,95.1,12.2,180.0,7.2,1.2,0.8,1.5,2.4,93.9,90.3,97.7,93.6,93.8,21.6,88.3,7.1,19.3,75.2,9.9,41.1,2020
1228,500821870260011,Cahokia,Saint Clair,LARGE,767,4.0,90.1,176.0,25.7,9.1,11.4,6.9,9.0,63.4,56.1,70.8,80.0,62.9,19.2,91.1,41.0,41.6,33.9,6.6,20.2,2020
1229,500821880220001,Lovejoy,Saint Clair,SMALL,36,,97.2,180.0,21.9,4.4,3.7,5.6,4.7,83.3,,,,81.8,8.6,100.0,53.5,53.7,10.0,0.0,10.0,2020
1230,500821890220043,East Saint Louis,Saint Clair,LARGE,1176,1.2,99.6,176.0,24.0,8.6,9.8,7.1,7.9,77.2,72.7,82.4,,78.5,22.3,87.2,71.7,71.7,43.3,10.0,32.4,2020
1231,500821960260001,Dupo,Saint Clair,MEDIUM,253,85.8,51.0,176.0,17.1,6.8,8.5,4.7,8.9,68.9,66.7,72.4,67.7,58.1,18.1,84.3,26.7,35.0,29.6,7.0,12.7,2020
1232,500822010170001,Belleville,Saint Clair,LARGE,2461,46.1,44.3,176.0,11.8,3.4,2.9,3.8,4.3,92.3,91.2,93.4,94.7,92.4,20.3,88.7,15.7,21.6,68.4,12.7,39.8,2020
1233,500822010170002,Belleville,Saint Clair,LARGE,2112,51.6,49.2,176.0,10.4,4.1,4.4,3.7,4.8,90.7,88.1,93.1,91.1,91.9,21.6,88.5,28.1,29.7,56.9,10.6,31.0,2020
1234,500822030170001,O Fallon,Saint Clair,MEDIUM,2470,64.3,22.7,176.0,5.1,1.3,1.4,1.3,2.9,91.4,89.4,93.4,93.0,82.4,23.0,94.8,12.3,25.5,76.3,17.4,54.8,2020
1235,510652000260001,Greenview,Menard,SMALL,113,95.6,36.3,177.0,11.7,7.1,11.4,2.9,13.8,81.8,,,81.8,,12.0,87.5,5.7,8.0,50.0,10.0,15.0,2020
1236,510652020260001,Petersburg,Menard,MEDIUM,449,94.2,36.5,176.0,5.9,5.1,7.5,2.6,11.3,84.8,86.0,83.3,84.7,63.3,15.2,89.2,9.1,18.6,52.9,9.2,21.8,2020
1237,510652130260001,Athens,Menard,MEDIUM,312,96.8,29.5,175.0,2.5,1.8,0.0,3.8,2.9,87.5,88.6,86.1,88.5,84.6,,93.5,11.7,16.3,72.7,5.5,29.1,2020
1238,510840010260001,Buffalo,Sangamon,MEDIUM,151,90.1,35.8,181.0,8.2,2.5,2.6,2.5,6.3,86.8,80.0,94.4,85.7,75.0,13.9,86.8,8.6,14.5,70.4,11.1,22.2,2020
1239,51084003A260001,Rochester,Sangamon,LARGE,786,91.7,11.2,183.0,5.1,1.2,1.0,1.5,0.0,94.5,93.1,95.9,95.1,80.0,24.0,88.2,8.7,15.9,78.6,17.1,39.6,2020
1240,510840050260001,Chatham,Sangamon,LARGE,1407,78.3,19.1,181.0,5.4,2.7,3.0,2.4,3.9,88.5,88.2,88.8,89.7,73.8,24.2,87.0,9.7,16.6,80.4,15.6,47.1,2020
1241,510840080260001,Pleasant Plains,Sangamon,MEDIUM,388,92.5,13.9,182.0,5.8,2.4,3.3,1.5,1.7,87.6,84.9,90.9,89.8,100.0,20.4,95.3,6.6,18.2,73.0,11.7,34.2,2020
1242,510840100260001,Auburn,Sangamon,MEDIUM,395,93.9,29.4,176.0,9.4,3.5,4.2,2.8,10.2,90.1,84.7,96.2,90.7,75.0,17.7,91.3,12.4,23.3,61.5,7.2,26.5,2020
1243,510840110260001,Pawnee,Sangamon,MEDIUM,252,95.2,24.2,177.0,5.9,4.0,8.3,0.0,6.8,83.3,81.3,84.6,82.9,83.3,12.9,83.6,11.9,15.3,72.7,6.8,27.3,2020
