,RCDTS,City,County,District Size,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Low Income,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,% Graduates enrolled in a Postsecondary Institution within 12 months,% Graduates enrolled in a Postsecondary Institution within 12 months - Private Institution,% Graduates enrolled in a Postsecondary Institution within 12 months - Four-year Institution,Year
1626,190222050260003,Elmhurst,Dupage,LARGE,2829,72.3,15.7,177.0,3.1,2.2,2.9,1.3,4.3,94.9,92.9,97.1,97.4,91.5,26.3,91.2,9.9,29.1,84.0,25.4,62.3,2019
1627,200240010260005,Albion,Edwards,MEDIUM,298,95.6,31.9,174.0,9.7,3.2,5.0,1.3,6.9,93.2,94.9,91.4,94.4,95.2,22.6,96.4,14.6,31.6,77.4,12.9,30.7,2019
1628,200300070260001,Junction,Gallatin,MEDIUM,207,95.7,51.2,174.0,15.9,4.3,6.7,1.8,6.9,88.9,91.7,85.2,88.3,82.5,17.0,90.7,28.6,42.9,62.2,6.7,22.2,2019
1629,200330100260002,Mc Leansboro,Hamilton,MEDIUM,554,96.0,48.9,175.0,7.7,3.3,1.9,4.6,4.7,95.7,94.6,96.4,95.6,92.9,18.8,89.2,13.8,22.9,78.4,3.4,11.4,2019
1630,200350010260003,Elizabethtown,Hardin,MEDIUM,163,95.1,63.2,174.0,10.7,1.2,2.2,0.0,2.0,87.0,92.0,81.0,86.7,82.1,15.1,80.8,38.8,56.3,63.9,2.8,8.3,2019
1631,200760010260001,Golconda,Pope,MEDIUM,153,93.5,59.5,175.0,10.9,2.6,2.5,2.6,4.7,87.5,88.9,85.7,86.7,84.2,16.3,93.3,15.7,24.2,51.4,0.0,0.0,2019
1632,200830010260001,Galatia,Saline,SMALL,123,93.5,41.5,174.0,6.9,2.3,3.1,1.6,5.7,92.0,88.9,,92.0,83.3,13.5,86.8,30.2,37.4,82.9,2.9,14.3,2019
1633,200830020260001,Carrier Mills,Saline,SMALL,127,78.0,48.0,174.0,13.5,2.9,4.0,1.6,5.3,93.9,89.5,100.0,93.3,93.8,16.8,81.3,16.6,21.5,70.6,5.9,11.8,2019
1634,200830030260001,Harrisburg,Saline,LARGE,543,85.1,55.4,174.0,13.9,4.6,5.6,3.7,7.8,71.0,69.1,72.9,70.0,61.0,19.0,90.8,25.4,37.0,63.5,2.9,15.4,2019
1635,200830040260001,Eldorado,Saline,MEDIUM,353,93.2,60.6,174.0,13.6,5.0,5.6,4.3,7.5,85.2,87.2,83.3,87.7,81.5,16.5,88.1,25.5,36.5,69.9,4.8,19.3,2019
1636,200933480260001,Mount Carmel,Wabash,MEDIUM,482,96.9,43.6,174.0,10.9,5.2,4.8,5.7,8.2,80.5,79.0,82.4,79.6,71.7,23.0,90.3,13.8,23.1,74.6,6.4,15.9,2019
1637,200961000260001,Wayne City,Wayne,MEDIUM,144,97.9,39.6,175.0,10.3,5.8,6.5,5.2,5.9,96.8,94.4,100.0,96.8,90.9,13.7,76.3,20.1,38.1,76.6,4.3,14.9,2019
1638,200962000260001,Cisne,Wayne,SMALL,117,96.6,53.0,174.0,16.7,5.0,3.4,6.6,9.4,73.3,71.4,75.0,72.4,60.0,14.4,81.0,20.2,32.5,75.0,0.0,0.0,2019
1639,200962250160001,Fairfield,Wayne,SMALL,427,94.8,46.6,175.0,11.1,4.2,2.7,5.5,7.7,89.1,88.5,89.6,88.5,79.7,19.0,93.2,24.0,36.5,83.9,5.8,16.1,2019
1640,200970010260003,Grayville,White,SMALL,153,94.1,48.4,174.0,18.7,4.7,4.8,4.5,10.5,80.6,73.3,85.7,79.4,63.2,11.1,83.3,24.7,42.9,100.0,25.0,37.5,2019
1641,200970030260001,Norris City,White,MEDIUM,190,98.9,42.1,175.0,10.7,4.0,2.0,6.1,9.3,97.7,100.0,96.0,97.7,94.1,14.7,89.6,21.9,38.4,69.1,2.4,7.1,2019
1642,200970050260001,Carmi,White,MEDIUM,350,93.7,47.7,175.0,19.4,3.1,3.9,2.2,4.8,92.2,90.4,94.7,92.7,86.0,19.9,94.0,27.9,42.6,74.7,7.0,23.9,2019
1643,210280990260001,Christopher,Franklin,MEDIUM,252,96.8,60.7,174.0,13.9,4.6,5.8,3.3,5.6,78.3,70.6,88.5,77.2,83.3,19.0,90.0,23.0,31.9,78.4,3.9,17.7,2019
1644,210281030130001,Benton,Franklin,SMALL,561,96.1,56.3,175.0,9.2,3.7,2.0,5.6,4.9,85.6,89.5,80.6,86.4,78.8,20.8,90.1,18.4,25.8,63.8,4.3,14.7,2019
1645,210281680260001,West Frankfort,Franklin,LARGE,465,95.3,43.4,174.0,22.1,8.1,9.0,7.2,13.2,74.5,73.1,76.3,74.8,64.3,17.2,85.6,48.2,66.8,54.8,4.0,23.0,2019
1646,210281740260001,Thompsonville,Franklin,SMALL,107,99.1,41.1,175.0,15.0,5.4,3.6,7.0,12.5,96.7,100.0,91.7,96.7,92.3,11.1,95.8,29.2,41.6,75.0,0.0,20.8,2019
1647,210281880260001,Zeigler,Franklin,MEDIUM,179,92.7,54.7,175.0,18.1,6.8,8.0,5.5,9.9,77.3,69.0,93.3,76.7,69.6,15.8,88.5,29.1,41.5,65.6,3.1,18.8,2019
1648,210281960260001,Sesser,Franklin,MEDIUM,173,96.5,41.6,175.0,9.5,4.9,8.0,2.0,7.5,76.8,69.2,83.3,77.4,70.0,13.7,93.5,17.4,29.4,72.1,3.3,14.8,2019
1649,210440010260001,Goreville,Johnson,MEDIUM,173,97.1,37.6,175.0,6.5,4.8,6.9,2.3,6.3,87.0,85.7,88.9,87.0,75.0,16.4,100.0,14.5,21.6,61.8,5.5,14.6,2019
1650,210441330170001,Vienna,Johnson,SMALL,386,94.0,49.2,175.0,12.3,4.4,7.3,1.9,7.4,87.0,86.4,87.5,86.2,82.5,21.1,93.2,27.5,45.5,45.9,1.2,15.3,2019
1651,210610010260001,Metropolis,Massac,LARGE,551,85.1,49.4,175.0,13.0,6.3,5.8,6.8,9.6,73.4,67.8,77.4,73.4,60.0,20.3,89.7,37.5,54.4,71.2,1.8,18.9,2019
1652,210610380260001,Joppa,Massac,SMALL,104,89.4,54.8,175.0,21.4,4.1,0.0,7.9,7.3,80.0,,,78.6,,12.8,81.8,23.1,29.5,47.4,0.0,5.3,2019
1653,211000010260001,Johnston City,Williamson,MEDIUM,358,94.4,60.9,175.0,15.3,5.1,5.7,4.5,6.0,78.8,72.0,88.6,78.8,71.7,8.5,91.4,31.5,38.6,61.5,8.4,20.5,2019
1654,211000020260001,Marion,Williamson,LARGE,1106,79.7,48.4,174.0,11.7,6.5,6.5,6.5,8.8,81.2,80.0,82.4,84.7,76.0,17.6,83.8,28.9,44.8,65.0,9.3,24.5,2019
1655,211000030260001,Marion,Williamson,MEDIUM,134,100.0,43.3,175.0,11.8,3.5,4.0,2.9,2.9,91.2,87.5,94.4,91.2,75.0,15.5,83.9,25.2,31.3,67.9,3.6,14.3,2019
1656,211000040260001,Herrin,Williamson,LARGE,766,89.4,52.3,175.0,15.9,4.5,4.1,4.9,6.3,92.8,89.6,96.0,92.6,88.3,21.8,95.0,26.6,37.5,68.4,2.9,21.1,2019
1657,211000050260001,Carterville,Williamson,LARGE,618,86.6,31.2,175.0,12.5,3.4,2.3,4.7,4.4,95.5,93.6,98.1,95.9,91.7,22.1,92.6,24.7,44.1,71.8,7.3,32.3,2019
1658,240320010260001,Coal City,Grundy,LARGE,685,90.2,23.9,174.0,4.5,1.3,1.3,1.2,1.1,93.6,91.8,95.5,93.7,92.3,22.0,89.6,10.6,21.1,72.4,14.5,38.8,2019
1659,240320730170001,Gardner,Grundy,SMALL,224,94.6,20.5,174.0,8.2,2.7,1.6,4.1,6.4,87.3,86.1,89.5,88.5,71.4,18.2,88.5,9.8,25.5,66.7,15.6,28.9,2019
1660,240321010160001,Morris,Grundy,MEDIUM,867,76.9,17.6,176.0,6.4,2.7,3.4,1.9,6.3,89.1,87.1,91.1,93.2,76.1,21.3,93.3,13.0,25.3,67.4,20.9,39.1,2019
1661,240321110160001,Minooka,Grundy,MEDIUM,2708,73.0,15.8,176.0,4.9,1.9,1.9,1.9,2.5,92.8,91.1,94.6,93.5,92.4,26.7,92.0,19.0,35.4,75.3,16.6,39.5,2019
1662,240470180160001,Newark,Kendall,SMALL,161,93.2,19.3,177.0,0.8,2.9,0.0,5.2,10.5,87.8,88.0,87.5,89.1,72.7,14.7,87.0,7.8,14.6,68.4,21.1,36.8,2019
1663,240470880260001,Plano,Kendall,LARGE,720,35.3,52.9,175.0,6.8,3.8,3.6,4.0,4.9,86.5,85.2,88.0,90.9,84.7,21.6,75.6,18.0,26.0,62.6,24.2,31.9,2019
1664,240471150260001,Yorkville,Kendall,LARGE,1861,67.7,19.5,174.0,7.7,2.7,3.7,1.7,3.4,93.1,90.7,95.3,93.7,83.2,23.4,89.4,21.7,36.4,78.3,16.7,41.1,2019
1665,240473080260001,Oswego,Kendall,LARGE,2802,60.9,25.3,175.0,5.9,1.9,2.1,1.7,2.4,96.4,95.5,97.4,98.6,92.3,25.5,92.2,21.8,35.0,76.8,21.2,43.1,2019
1666,240473080260002,Oswego,Kendall,LARGE,2717,55.2,22.3,175.0,5.2,1.5,1.6,1.3,2.3,97.1,94.7,99.4,96.9,93.8,24.8,91.6,13.2,23.7,79.9,17.6,45.3,2019
1667,260290010260001,Astoria,Fulton,SMALL,110,98.2,53.6,176.0,8.3,5.3,10.0,0.0,7.8,90.6,83.3,95.0,90.3,94.7,11.2,81.8,33.0,33.1,72.2,11.1,16.7,2019
1668,260290020260001,Table Grove,Fulton,SMALL,95,95.8,36.8,171.0,13.5,9.9,12.1,6.7,19.1,75.8,81.3,70.6,75.8,57.1,10.6,69.6,28.5,47.3,72.0,20.0,44.0,2019
1669,260290030260001,Cuba,Fulton,SMALL,132,98.5,47.0,173.0,9.3,6.1,6.6,5.6,5.9,78.0,76.0,81.3,77.5,68.2,15.0,70.6,23.0,34.4,52.9,20.6,23.5,2019
1670,260290040260001,London Mills,Fulton,SMALL,95,94.7,38.9,168.0,17.7,2.0,1.9,2.1,5.1,92.3,86.7,100.0,92.0,90.9,12.6,95.2,13.6,29.1,64.0,20.0,36.0,2019
1671,260290660250001,Canton,Fulton,LARGE,679,94.4,40.8,172.0,16.3,4.5,5.3,3.6,9.2,84.3,81.3,87.2,83.8,73.5,21.2,88.1,20.6,37.4,66.1,6.6,14.3,2019
1672,260290970260001,Lewistown,Fulton,MEDIUM,279,97.8,43.4,173.0,10.7,3.5,4.7,2.1,7.2,90.4,89.7,91.3,90.4,81.0,16.8,83.8,13.4,25.1,67.9,5.7,15.1,2019
1673,260343070160001,Carthage,Hancock,SMALL,331,99.1,12.7,166.0,12.0,5.7,6.7,4.8,11.3,89.5,86.0,92.3,90.4,77.1,12.8,84.7,24.3,32.9,54.0,4.6,16.1,2019
1674,260343160260001,Warsaw,Hancock,SMALL,192,92.7,17.7,165.0,4.5,7.9,9.3,6.5,17.8,81.8,71.4,89.5,82.3,83.3,14.5,87.5,10.0,20.8,72.5,20.0,35.0,2019
1675,260343280240001,Hamilton,Hancock,MEDIUM,242,93.0,41.7,170.0,12.2,3.6,4.7,2.4,4.6,75.8,70.0,84.6,75.8,69.2,15.8,86.7,23.4,32.6,75.9,31.0,41.4,2019
1676,260343370260001,Augusta,Hancock,SMALL,217,94.5,60.4,166.0,13.5,3.8,3.7,3.8,5.9,77.1,76.9,77.3,77.1,69.2,13.9,89.5,28.2,41.3,65.4,7.7,38.5,2019
1677,260621030260001,Sciota,McDonough,MEDIUM,158,98.7,50.6,166.0,12.6,3.1,3.6,2.6,5.1,87.5,86.4,88.9,87.5,78.9,15.7,77.5,16.7,27.2,66.7,4.8,33.3,2019
1678,260621700260001,Bushnell,McDonough,MEDIUM,203,97.0,43.3,169.0,13.1,9.8,11.9,7.8,13.7,79.7,75.8,83.9,78.7,76.0,15.5,73.6,21.7,29.8,61.7,6.4,14.9,2019
1679,260621850260001,Macomb,McDonough,LARGE,610,78.7,33.9,174.0,14.6,5.3,7.4,3.3,9.6,89.7,85.1,93.6,88.9,77.2,21.3,87.2,21.7,40.4,78.7,11.8,42.7,2019
1680,260850050260001,Rushville,Schuyler,MEDIUM,329,93.0,41.6,175.0,11.5,4.0,4.7,3.4,5.9,87.5,86.4,88.6,86.9,75.6,17.7,85.9,21.3,34.6,57.1,5.5,19.8,2019
1681,280061030220001,DePue,Bureau,SMALL,116,13.8,80.2,171.0,10.9,6.1,6.3,5.8,5.7,82.4,78.3,90.9,,82.4,12.4,92.0,19.1,18.5,50.0,0.0,4.6,2019
1682,280063030260001,La Moille,Bureau,SMALL,74,86.5,35.1,169.0,5.1,1.3,0.0,2.6,3.6,94.7,,100.0,93.8,,8.0,70.4,23.9,30.5,46.7,13.3,13.3,2019
1683,280063400260001,Manlius,Bureau,MEDIUM,341,93.5,42.5,171.0,8.4,1.4,2.1,0.6,3.2,90.9,84.8,97.6,91.4,87.8,19.2,84.7,14.3,21.1,61.9,7.9,23.8,2019
1684,280065000150001,Princeton,Bureau,SMALL,556,90.8,34.5,170.0,11.4,2.4,2.8,2.1,3.0,91.2,95.1,88.2,91.3,80.9,25.3,89.1,27.7,44.7,65.7,15.7,25.5,2019
1685,280065020170001,Spring Valley,Bureau,SMALL,455,68.1,49.2,173.0,8.1,3.9,2.8,5.2,4.1,84.0,81.7,86.2,87.2,77.8,18.1,85.5,21.2,30.2,71.6,13.5,20.3,2019
1686,280065050160001,Ohio,Bureau,SMALL,29,100.0,31.0,170.0,12.5,10.8,22.2,0.0,,,,,,,7.3,84.6,23.0,46.3,63.6,9.1,9.1,2019
1687,280372230260001,Orion,Henry,MEDIUM,353,93.5,19.5,169.0,7.8,2.4,3.4,1.2,4.2,94.9,92.7,97.7,95.7,84.2,21.7,87.5,28.9,44.8,66.3,13.8,32.5,2019
1688,280372240260001,Galva,Henry,MEDIUM,212,96.2,45.3,169.0,12.6,4.2,2.1,7.0,5.5,93.0,92.9,93.3,92.7,85.7,15.9,78.0,12.0,21.2,48.4,16.1,29.0,2019
1689,280372250260001,Woodhull,Henry,SMALL,167,94.6,40.7,165.0,4.2,2.7,3.5,1.8,7.3,92.6,94.1,90.0,96.2,,13.5,80.4,16.9,31.1,53.9,19.2,26.9,2019
1690,280372260260001,Annawan,Henry,SMALL,102,88.2,32.4,172.0,5.1,2.7,5.4,0.0,3.2,100.0,100.0,100.0,100.0,,11.2,83.9,12.8,30.1,60.0,12.0,12.0,2019
1691,280372270260002,Cambridge,Henry,SMALL,224,96.4,45.5,174.0,9.1,4.8,4.8,4.9,9.0,94.4,90.5,100.0,94.4,86.7,13.9,86.5,16.5,26.1,69.7,15.2,27.3,2019
1692,280372280260001,Geneseo,Henry,LARGE,828,92.4,20.0,171.0,3.4,1.7,2.5,0.7,3.8,97.4,95.2,100.0,97.2,95.7,22.2,85.8,6.7,16.9,75.3,17.7,43.6,2019
1693,280372290260001,Kewanee,Henry,LARGE,552,70.5,72.8,174.0,13.5,7.7,8.4,7.0,10.2,72.6,63.8,83.3,74.5,65.1,23.1,81.8,49.4,57.1,63.4,13.0,18.3,2019
1694,280372300260002,Kewanee,Henry,MEDIUM,247,76.1,38.5,174.0,8.2,2.3,3.4,1.2,4.9,86.0,85.0,87.0,88.6,70.6,12.7,92.3,15.9,27.5,67.5,12.5,35.0,2019
1695,280881000260001,Toulon,Stark,MEDIUM,214,93.0,36.4,173.0,9.6,5.8,5.1,6.5,10.6,81.5,80.6,82.8,81.7,63.6,12.9,78.0,16.0,31.4,73.4,15.6,20.3,2019
1696,300020010220001,Cairo,Alexander,SMALL,127,6.3,99.2,175.0,16.4,8.9,10.9,6.8,8.9,73.9,58.3,90.9,,73.9,14.4,69.8,44.0,43.6,57.1,0.0,4.8,2019
1697,300020050260001,Tamms,Alexander,SMALL,96,76.0,97.9,175.0,17.3,8.5,11.1,5.8,8.6,92.9,,90.0,91.3,92.9,10.3,88.0,28.4,28.7,44.8,3.5,10.3,2019
1698,300391650160001,Carbondale,Jackson,MEDIUM,991,53.1,60.6,175.0,20.5,5.6,5.9,5.1,6.8,90.6,88.4,93.0,93.3,89.0,18.7,91.1,33.6,46.3,66.1,7.1,36.1,2019
1699,300391760260001,Campbell Hill,Jackson,MEDIUM,308,92.9,53.2,174.0,11.2,5.4,7.3,2.8,8.6,85.3,78.6,96.2,87.5,70.6,20.7,91.3,21.8,36.8,60.4,3.8,7.6,2019
1700,300391860260001,Murphysboro,Jackson,LARGE,599,70.1,99.0,174.0,13.3,2.9,2.8,3.0,2.6,81.6,78.6,85.1,81.6,82.1,21.0,90.3,32.6,31.3,55.9,7.4,22.8,2019
1701,300391960260001,Elkville,Jackson,SMALL,116,95.7,51.7,174.0,13.8,6.1,7.6,4.6,9.0,78.9,73.7,84.2,80.0,68.4,16.4,78.8,22.8,38.3,67.7,5.9,17.7,2019
1702,300731010160001,Pinckneyville,Perry,SMALL,454,98.2,34.8,175.0,9.8,3.1,3.4,2.8,7.5,92.3,87.8,96.4,92.2,84.6,23.0,93.2,11.7,23.9,67.4,2.2,13.0,2019
1703,300733000260001,Du Quoin,Perry,MEDIUM,530,83.2,51.7,175.0,7.6,4.3,4.9,3.6,7.3,84.5,83.9,85.4,85.7,71.4,19.7,90.8,27.3,39.4,79.7,6.8,31.1,2019
1704,300771000260001,Ullin,Pulaski,SMALL,221,82.8,51.6,175.0,10.6,0.8,0.0,1.6,1.5,100.0,100.0,100.0,100.0,100.0,14.9,76.5,16.3,26.7,64.5,0.0,9.7,2019
1705,300771010260001,Mounds,Pulaski,SMALL,111,26.1,100.0,174.0,19.0,7.0,9.0,4.7,7.0,83.9,84.2,83.3,,83.9,14.4,57.6,36.3,36.3,51.9,0.0,0.0,2019
1706,300910170220001,Cobden,Union,MEDIUM,181,68.5,59.1,175.0,8.4,3.1,3.9,2.2,2.6,95.3,91.3,100.0,92.9,92.9,17.9,81.1,8.3,11.2,64.7,5.9,20.6,2019
1707,300910660220001,Dongola,Union,SMALL,75,94.7,80.0,174.0,13.6,3.3,2.3,4.3,3.6,70.0,63.6,,73.7,68.8,18.8,72.7,34.2,31.3,63.2,10.5,10.5,2019
1708,300910810160001,Anna,Union,SMALL,519,90.0,40.5,174.0,8.8,2.3,1.7,3.1,4.0,88.8,86.6,91.1,89.3,80.0,22.4,92.1,17.4,30.3,63.6,5.1,17.8,2019
1709,300910840260001,Wolf Lake,Union,SMALL,88,94.3,96.6,175.0,20.3,6.0,5.2,7.1,6.2,91.3,86.7,,91.3,90.5,10.2,88.5,25.5,28.2,34.6,0.0,3.9,2019
1710,310450460220001,Elgin,Kane,LARGE,2592,9.6,74.9,173.0,12.5,5.6,6.6,4.4,5.6,76.1,73.0,79.4,81.8,76.3,18.0,87.0,44.0,47.7,61.4,8.6,18.6,2019
1711,310450460220002,Elgin,Kane,LARGE,2045,14.7,74.8,173.0,14.9,6.5,7.5,5.5,6.8,73.3,66.3,80.5,72.5,73.3,18.8,88.3,40.9,44.5,55.8,11.1,18.3,2019
1712,310450460220003,Streamwood,Kane,LARGE,1936,20.8,67.8,173.0,13.3,3.7,5.2,2.2,3.2,85.6,81.5,90.6,86.4,83.7,19.3,88.0,39.8,48.0,65.9,8.3,23.5,2019
1713,310450460220004,Bartlett,Kane,LARGE,2417,41.9,38.4,173.0,6.9,2.5,2.4,2.5,4.4,90.8,88.8,92.9,96.9,84.6,22.1,87.9,29.5,42.6,70.6,12.5,35.7,2019
1714,310450460220005,South Elgin,Kane,LARGE,2666,49.7,32.7,173.0,8.8,3.3,3.5,3.0,6.3,89.3,86.2,92.6,95.5,78.3,21.8,90.9,28.0,43.5,76.5,14.0,40.4,2019
1715,310451010220001,Batavia,Kane,LARGE,1942,80.0,17.2,175.0,3.3,1.3,1.0,1.6,4.6,93.4,93.4,93.4,94.1,85.1,25.0,94.7,16.5,35.7,83.3,24.1,55.7,2019
1716,310451290220001,Aurora,Kane,LARGE,3680,25.8,47.6,174.0,11.1,3.5,4.0,3.0,4.3,81.8,77.7,86.5,88.6,74.5,25.7,92.7,15.8,20.5,67.7,17.3,28.7,2019
1717,310451310220001,Aurora,Kane,LARGE,3972,2.3,64.4,174.0,16.1,4.5,5.5,3.4,5.3,66.6,59.2,75.0,54.2,64.7,23.7,91.7,51.9,57.9,51.7,14.5,19.7,2019
1718,310453000260002,Carpentersville,Kane,LARGE,2533,28.9,62.5,174.0,13.2,2.7,3.6,1.7,2.9,90.5,87.4,93.9,93.4,88.6,22.6,86.2,23.6,29.4,55.8,11.5,25.8,2019
1719,310453000260003,Hampshire,Kane,LARGE,1738,63.6,24.3,174.0,6.8,1.6,2.0,1.3,2.4,94.9,94.5,95.2,94.5,91.0,25.6,92.0,15.0,28.8,78.3,17.4,39.1,2019
1720,310453000260004,Algonquin,Kane,LARGE,2089,66.3,22.5,174.0,7.7,2.4,2.2,2.7,3.9,93.2,91.9,94.6,96.9,82.0,25.0,90.8,13.1,28.4,79.9,14.3,46.5,2019
1721,310453010260001,Burlington,Kane,LARGE,1178,62.6,13.7,174.0,3.6,1.0,1.6,0.3,2.7,95.3,92.7,97.7,95.2,87.2,25.1,88.2,15.5,31.8,81.6,14.6,43.1,2019
1722,310453020260001,Maple Park,Kane,LARGE,1288,80.0,14.7,172.0,3.0,2.1,2.1,2.1,4.5,90.9,91.5,90.4,92.9,81.5,24.4,93.3,21.6,38.9,77.8,16.3,35.9,2019
1723,310453030260011,St Charles,Kane,LARGE,2442,76.1,17.9,174.0,4.9,1.2,1.4,1.0,3.3,93.3,92.4,94.2,93.8,81.1,21.7,91.3,25.1,40.2,85.8,24.1,62.3,2019
1724,310453030260012,St Charles,Kane,LARGE,1999,82.9,7.1,174.0,3.8,0.5,0.6,0.4,2.5,97.0,96.8,97.2,97.3,83.8,23.3,95.6,24.0,37.2,88.4,20.5,68.8,2019
1725,310453040260001,Geneva,Kane,LARGE,1888,85.5,4.9,171.0,3.7,2.1,1.8,2.3,6.7,98.0,98.6,97.5,98.7,92.3,23.7,94.5,16.0,37.8,90.0,18.7,61.0,2019
1726,320380030260001,Donovan,Iroquois,SMALL,89,85.4,53.9,173.0,7.9,4.0,8.2,0.0,6.8,76.9,68.8,90.0,72.7,76.5,12.7,50.0,11.1,11.8,59.1,9.1,36.4,2019
1727,320380040260001,Clifton,Iroquois,MEDIUM,352,86.6,34.9,175.0,11.0,1.7,1.0,2.4,3.1,94.8,93.8,95.9,96.3,87.1,19.9,86.1,21.1,36.3,65.2,13.6,33.3,2019
1728,320380060260001,Cissna Park,Iroquois,SMALL,88,90.9,30.7,175.0,4.5,1.2,0.0,2.9,4.3,95.7,100.0,92.3,95.0,,10.9,83.3,1.3,4.7,66.7,7.4,14.8,2019
1729,320380090260001,Watseka,Iroquois,MEDIUM,338,87.0,53.6,175.0,11.2,3.7,3.1,4.4,6.7,92.3,90.7,94.3,96.9,86.7,16.9,85.7,22.3,32.9,50.0,10.8,17.6,2019
1730,320380100260001,Gilman,Iroquois,MEDIUM,306,64.1,52.0,175.0,4.4,1.1,1.0,1.2,1.1,90.7,86.8,94.6,88.6,92.7,17.4,79.7,27.5,41.3,63.8,10.1,26.1,2019
1731,320381240260001,Milford,Iroquois,MEDIUM,164,90.9,44.5,175.0,11.2,4.1,4.4,3.9,8.3,83.7,79.2,89.5,81.6,73.9,11.7,96.4,21.9,39.3,60.4,11.3,22.6,2019
1732,320460010260003,Momence,Kankakee,MEDIUM,338,46.7,66.0,172.0,12.8,7.6,9.5,5.0,9.0,84.4,79.6,90.5,84.1,81.3,18.1,87.7,28.3,34.2,53.9,9.0,16.7,2019
1733,320460020260001,Herscher,Kankakee,MEDIUM,515,95.3,23.3,174.0,6.5,1.3,1.4,1.2,3.3,90.6,87.7,93.9,91.8,92.9,21.1,83.2,14.9,31.2,71.9,17.8,28.9,2019
1734,320460050260005,Manteno,Kankakee,LARGE,660,83.0,30.6,172.0,6.9,3.0,2.7,3.4,3.5,91.7,93.5,90.0,94.3,79.7,20.3,86.6,11.6,14.7,65.1,18.0,36.6,2019
1735,320460060260001,Grant Park,Kankakee,MEDIUM,161,85.7,35.4,174.0,9.7,6.1,3.0,10.0,12.1,95.3,95.8,94.7,97.4,94.1,14.1,88.9,30.9,55.6,68.6,11.4,40.0,2019
1736,320461110250014,Kankakee,Kankakee,LARGE,1256,21.5,77.9,174.0,14.4,8.8,10.3,7.2,7.5,77.2,68.3,87.0,75.7,74.8,21.0,81.2,51.4,56.8,48.2,8.6,21.2,2019
1737,320463020160001,Saint Anne,Kankakee,SMALL,197,37.1,81.2,174.0,17.9,5.8,5.5,6.0,7.0,81.4,82.1,80.6,84.0,80.4,13.0,79.3,25.3,29.4,56.3,18.8,20.8,2019
1738,320463070160001,Bradley,Kankakee,MEDIUM,1959,68.8,41.9,176.0,9.2,2.1,2.0,2.2,3.3,91.9,91.3,92.6,92.8,89.1,25.2,87.9,26.5,37.3,63.6,15.1,30.4,2019
1739,330362350260001,Biggsville,Henderson,MEDIUM,232,93.5,50.4,165.0,12.1,6.5,8.8,4.0,6.7,74.3,66.7,82.9,75.4,68.6,14.6,83.0,38.9,53.8,61.0,10.2,22.0,2019
1740,330482020260001,Knoxville,Knox,MEDIUM,369,93.5,40.1,166.0,10.4,5.5,6.6,4.0,10.4,87.3,86.8,87.8,88.9,77.5,16.0,93.0,14.8,35.2,66.7,12.5,31.9,2019
1741,330482050260023,Galesburg,Knox,LARGE,1254,65.6,53.3,170.0,18.5,6.2,7.1,5.3,8.6,74.3,75.4,73.1,76.4,59.1,21.5,85.4,31.9,43.8,65.2,14.4,22.0,2019
1742,330482080260001,Oneida,Knox,MEDIUM,269,96.7,40.5,169.0,7.7,1.5,0.9,2.3,2.7,89.7,84.4,96.2,89.7,73.9,15.6,95.2,11.9,17.9,71.7,15.1,18.9,2019
1743,330482100260001,Williamsfield,Knox,SMALL,73,94.5,34.2,174.0,32.4,2.5,4.0,0.0,3.7,94.1,93.3,,93.8,,7.5,100.0,22.7,34.2,55.6,5.6,22.2,2019
1744,330482760260001,Abingdon,Knox,MEDIUM,263,93.2,44.9,168.0,11.5,5.6,4.8,6.3,8.8,82.3,83.3,81.3,83.9,70.0,16.1,74.1,26.6,45.1,64.7,11.8,22.1,2019
1745,330664040260001,Aledo,Mercer,MEDIUM,368,92.9,34.8,169.0,8.1,3.9,5.1,2.8,4.3,92.7,91.8,93.3,93.1,81.3,17.8,91.5,15.2,32.7,61.7,10.6,25.5,2019
1746,330942380260001,Monmouth,Warren,MEDIUM,509,59.5,45.2,167.0,8.9,3.9,3.6,4.2,4.3,90.2,92.3,87.7,87.2,82.8,17.7,87.1,26.2,26.5,62.1,19.0,24.1,2019
1747,330943040260001,Monmouth,Warren,MEDIUM,249,92.0,32.9,169.0,4.6,3.0,3.9,2.2,5.4,89.8,91.3,88.9,88.5,83.3,15.1,79.7,13.6,24.5,73.8,16.7,28.6,2019
1748,340490600260022,Waukegan,Lake,LARGE,4606,3.4,58.6,176.0,16.1,7.8,8.7,6.9,8.7,72.8,67.5,78.3,65.4,66.9,22.7,84.9,56.0,61.5,60.1,10.5,18.2,2019
1749,340490950260001,Lake Zurich,Lake,LARGE,1819,80.6,10.7,176.0,2.7,0.9,0.7,1.0,2.8,96.3,96.5,96.2,97.7,86.3,24.4,94.1,16.3,28.2,88.8,21.1,68.8,2019
