,RCDTS,City,County,District Size,Total Number of School Days,Student Mobility Rate,High School Dropout Rate - Total,High School Dropout Rate - Male,High School Dropout Rate - Female,High School Dropout Rate - Low Income,High School 4-Year Graduation Rate - Total,High School 4-Year Graduation Rate - Male,High School 4-Year Graduation Rate - Female,High School 4-Year Graduation Rate - White,High School 4-Year Graduation Rate - Low Income,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Chronic Absenteeism - Low Income,Year
142,110150050260002,Oakland,Coles,SMALL,176.0,10.2,6.9,8.7,3.8,33.3,94.1,90.0,,92.3,,11.0,84.8,18.4,58.3,2021
143,110180030260001,Neoga,Cumberland,MEDIUM,176.0,7.9,2.2,1.0,3.6,3.2,86.4,86.4,86.4,86.0,85.7,15.4,80.6,29.5,46.8,2021
144,110180770260001,Toledo,Cumberland,MEDIUM,176.0,8.6,1.0,0.7,1.4,1.0,95.9,95.2,96.9,95.9,89.7,15.4,96.8,16.1,29.3,2021
145,110213010260001,Tuscola,Douglas,MEDIUM,176.0,11.7,2.1,3.2,0.8,5.2,89.5,85.4,93.3,88.5,82.1,15.4,87.7,16.3,32.4,2021
146,110213020260001,Villa Grove,Douglas,MEDIUM,176.0,12.3,4.0,4.9,3.1,7.8,85.1,90.9,80.0,85.1,73.3,15.2,68.8,30.7,43.8,2021
147,110213050260001,Arthur,Douglas,MEDIUM,177.0,9.4,3.6,4.7,2.3,4.7,90.1,90.2,90.0,92.1,89.7,13.0,90.3,24.6,37.0,2021
148,110213060260001,Arcola,Douglas,MEDIUM,176.0,9.3,2.0,2.9,1.1,4.1,100.0,100.0,100.0,100.0,100.0,15.0,88.9,23.3,32.4,2021
149,110230010260001,Hume,Edgar,SMALL,176.0,10.6,1.0,1.8,0.0,1.8,100.0,100.0,,100.0,100.0,12.1,78.3,23.4,33.9,2021
150,110230030260001,Kansas,Edgar,SMALL,176.0,8.7,8.6,11.6,3.7,10.3,60.0,52.9,,58.3,50.0,,84.0,39.4,46.6,2021
151,110230060260001,Chrisman,Edgar,SMALL,176.0,8.5,2.3,0.0,4.5,5.4,94.1,100.0,,93.8,,10.7,80.0,19.4,30.2,2021
152,110238000800001,Paris,Edgar,SMALL,,10.4,2.6,2.2,3.1,4.2,87.7,86.1,89.0,89.5,84.3,12.1,43.5,12.5,19.2,2021
153,110703000260004,Sullivan,Moultrie,MEDIUM,176.0,11.6,2.1,2.7,1.4,3.8,86.4,79.6,94.9,88.2,77.1,19.0,84.2,21.4,32.3,2021
154,110703020260001,Bethany,Moultrie,MEDIUM,177.0,10.9,2.5,3.7,1.3,5.0,100.0,100.0,100.0,100.0,100.0,9.3,94.3,4.1,9.1,2021
155,110870010260002,Windsor,Shelby,SMALL,176.0,12.4,4.3,4.1,4.7,3.4,96.2,90.9,100.0,95.8,90.9,7.1,68.6,21.9,44.7,2021
156,11087003A260001,Cowden,Shelby,SMALL,176.0,7.5,2.9,3.2,2.5,4.8,93.1,91.7,94.1,93.1,87.5,12.4,86.0,17.7,23.4,2021
157,110870040260001,Shelbyville,Shelby,MEDIUM,176.0,10.8,2.3,3.9,0.6,4.5,92.6,89.5,95.3,92.1,82.8,13.0,84.8,19.8,32.5,2021
158,11087005A260001,Strasburg,Shelby,SMALL,177.0,4.3,1.6,1.4,1.8,5.6,100.0,100.0,100.0,100.0,,15.7,93.8,9.1,17.1,2021
159,110870210260001,Moweaqua,Shelby,MEDIUM,176.0,5.7,4.3,3.1,5.9,7.0,96.2,92.9,100.0,97.8,90.0,14.0,91.8,2.2,3.4,2021
160,120130100260002,Clay City,Clay,SMALL,176.0,10.0,3.1,5.9,0.0,5.4,68.8,,,68.8,,15.5,75.0,15.9,22.5,2021
161,120130250260001,Louisville,Clay,MEDIUM,176.0,7.3,4.7,4.4,5.1,0.0,69.1,83.3,58.1,67.9,60.9,17.0,92.1,22.8,43.0,2021
162,120130350260001,Flora,Clay,MEDIUM,177.0,12.8,3.8,3.7,4.0,7.9,81.0,82.0,80.0,80.9,65.2,19.4,95.8,15.2,25.2,2021
163,120170010260001,Hutsonville,Crawford,SMALL,176.0,9.5,1.0,2.1,0.0,0.0,100.0,100.0,,100.0,,8.9,62.1,11.0,22.0,2021
164,120170020260001,Robinson,Crawford,MEDIUM,176.0,7.0,3.7,4.4,3.0,6.9,93.1,89.9,96.7,94.8,84.6,19.6,90.4,24.6,40.7,2021
165,120170030260001,Palestine,Crawford,SMALL,176.0,11.0,5.9,7.0,4.8,11.1,83.3,81.8,,82.4,,9.1,90.9,45.1,64.1,2021
166,120170040260001,Oblong,Crawford,MEDIUM,176.0,11.0,6.9,4.0,10.3,5.9,84.3,76.2,90.0,85.4,87.0,14.5,86.7,6.0,11.6,2021
167,120400010260001,Newton,Jasper,MEDIUM,176.0,12.2,2.7,4.9,0.0,4.3,90.0,90.0,90.0,89.9,78.6,21.8,88.0,20.9,35.8,2021
168,120510100260001,Bridgeport,Lawrence,MEDIUM,176.0,9.6,3.5,2.4,4.5,3.8,70.4,68.8,71.8,72.5,57.1,14.7,80.5,26.9,35.4,2021
169,120510200260008,Lawrenceville,Lawrence,MEDIUM,176.0,11.4,6.1,6.2,5.9,8.0,67.4,65.1,69.4,66.7,59.3,14.5,93.6,25.4,33.7,2021
170,120800010260001,Olney,Richland,LARGE,176.0,13.6,4.8,4.5,5.1,10.0,85.5,87.8,82.7,86.7,75.6,23.0,95.7,29.1,48.6,2021
171,130140010260001,Carlyle,Clinton,MEDIUM,176.0,11.5,5.2,6.1,4.2,7.8,88.5,86.3,91.7,88.5,87.9,15.2,92.9,35.4,55.9,2021
172,130140030260006,Trenton,Clinton,MEDIUM,176.0,4.9,1.8,2.1,1.6,5.2,88.6,90.9,86.4,88.8,81.8,14.7,98.6,26.9,39.4,2021
173,130140710160001,Breese,Clinton,SMALL,176.0,3.7,1.4,1.5,1.4,5.7,90.0,88.4,91.9,89.9,79.4,22.3,95.6,13.4,35.7,2021
174,130410010260001,Waltonville,Jefferson,SMALL,176.0,7.0,2.9,3.6,2.1,2.2,85.7,80.0,90.9,85.0,,14.0,90.5,12.7,17.4,2021
175,130412010170001,Mount Vernon,Jefferson,MEDIUM,176.0,13.7,2.7,2.8,2.5,4.7,87.7,90.4,84.9,88.4,67.1,21.1,90.2,31.1,42.4,2021
176,130412090270001,Woodlawn,Jefferson,MEDIUM,176.0,10.6,4.2,3.4,4.9,2.6,81.3,80.0,82.6,82.6,78.9,21.7,0.0,31.0,50.0,2021
177,130413180270001,Bluford,Jefferson,SMALL,176.0,13.7,3.1,5.0,1.5,2.1,94.1,92.9,95.0,93.8,,15.1,94.1,47.4,50.9,2021
178,130581000260002,Patoka,Marion,SMALL,176.0,11.3,5.1,2.4,8.3,8.6,95.0,100.0,90.0,95.0,,12.8,92.3,13.6,17.1,2021
179,130582000170001,Centralia,Marion,MEDIUM,176.0,14.2,7.3,7.5,7.2,10.7,73.9,70.8,78.1,76.2,63.0,21.4,91.2,33.4,42.9,2021
180,130584010260001,Farina,Marion,MEDIUM,177.0,6.6,5.5,5.0,6.3,8.4,88.0,87.5,88.5,91.3,76.5,14.1,86.5,29.6,35.6,2021
181,130585010260001,Sandoval,Marion,SMALL,177.0,4.8,2.9,2.2,3.5,2.7,78.6,100.0,66.7,80.8,75.0,12.0,66.7,12.6,13.4,2021
182,130586000160001,Salem,Marion,MEDIUM,176.0,9.3,3.8,3.5,4.3,7.3,85.1,82.9,87.1,85.0,75.3,22.2,97.5,18.9,30.4,2021
183,130587220260001,Odin,Marion,SMALL,176.0,11.5,3.4,0.0,7.7,4.3,78.6,90.9,,78.6,75.0,11.1,69.6,35.8,41.5,2021
184,130950100260001,Okawville,Washington,MEDIUM,176.0,7.4,2.6,2.4,2.8,5.6,100.0,100.0,100.0,100.0,100.0,18.2,94.3,13.1,25.0,2021
185,130950990160001,Nashville,Washington,SMALL,176.0,6.3,2.1,3.1,1.0,4.9,95.7,95.8,95.6,97.6,87.5,20.3,94.5,10.3,23.6,2021
186,150162990250001,Chicago,Cook,LARGE,184.0,4.9,1.5,1.4,1.7,0.9,89.7,87.0,92.6,82.1,91.4,27.2,92.4,43.1,45.7,2021
187,150162990250003,Chicago,Cook,LARGE,184.0,6.3,6.2,8.4,3.6,5.2,55.1,49.7,61.1,,55.2,23.6,80.0,67.2,68.3,2021
188,150162990250006,Chicago,Cook,LARGE,184.0,5.2,1.9,0.9,2.9,2.3,90.6,87.5,94.0,,92.2,21.6,91.5,48.0,47.7,2021
189,150162990250011,Chicago,Cook,LARGE,184.0,12.7,6.8,9.1,3.8,6.6,53.3,44.3,65.5,,54.5,25.8,89.3,65.3,65.6,2021
190,150162990250012,Chicago,Cook,LARGE,184.0,14.7,6.8,7.8,5.5,6.0,59.7,56.7,62.7,,63.0,32.9,88.2,78.0,79.4,2021
191,150162990250013,Chicago,Cook,LARGE,184.0,13.7,8.2,9.5,6.4,7.9,54.5,43.1,70.2,20.0,57.4,22.6,91.3,60.3,61.8,2021
192,150162990250014,Chicago,Cook,LARGE,184.0,0.7,0.4,0.6,0.2,0.3,98.0,97.4,98.6,,98.7,25.1,85.9,33.6,33.0,2021
193,150162990250015,Chicago,Cook,LARGE,184.0,10.2,11.1,12.8,8.9,9.4,42.0,36.9,49.0,,42.4,19.3,84.8,70.1,69.8,2021
194,150162990250016,Chicago,Cook,LARGE,184.0,14.9,5.2,5.3,5.0,5.5,50.4,43.4,60.7,,52.0,26.5,79.5,68.1,71.4,2021
195,150162990250017,Chicago,Cook,LARGE,184.0,,0.0,0.0,,0.0,95.0,100.0,,,94.4,6.1,82.6,38.1,42.1,2021
196,150162990250019,Chicago,Cook,LARGE,184.0,34.8,13.1,13.6,12.3,14.3,32.7,24.6,47.2,,32.6,16.3,85.7,71.8,74.8,2021
197,150162990250020,Chicago,Cook,LARGE,184.0,3.7,2.6,2.7,2.4,2.4,79.9,75.1,85.4,62.5,82.6,28.8,93.8,35.2,33.7,2021
198,150162990250021,Chicago,Cook,LARGE,184.0,6.6,3.2,3.7,2.7,2.8,76.5,70.0,82.2,,79.6,22.0,94.4,62.3,63.2,2021
199,150162990250022,Chicago,Cook,LARGE,184.0,4.9,5.0,6.3,3.5,4.5,63.3,55.0,73.9,,65.0,24.8,95.0,54.6,54.2,2021
200,150162990250023,Chicago,Cook,LARGE,184.0,11.1,8.2,9.6,6.5,8.4,52.7,50.0,56.1,,55.0,18.7,85.4,13.4,13.0,2021
201,150162990250024,Chicago,Cook,LARGE,184.0,4.6,4.6,5.6,3.6,5.5,79.9,73.6,86.3,78.2,77.3,25.1,95.0,45.8,49.5,2021
202,150162990250025,Chicago,Cook,LARGE,184.0,3.7,0.9,1.2,0.7,1.0,90.6,84.2,95.1,38.5,92.7,29.0,89.6,31.2,36.0,2021
203,150162990250026,Chicago,Cook,LARGE,184.0,5.2,1.3,1.6,0.9,1.2,85.8,82.0,90.2,67.4,88.5,26.7,89.4,50.9,53.5,2021
204,150162990250027,Chicago,Cook,LARGE,184.0,1.4,0.6,1.0,0.3,0.9,97.0,95.8,98.1,96.9,96.3,28.6,95.3,15.6,22.3,2021
205,150162990250029,Chicago,Cook,LARGE,184.0,16.0,8.4,7.7,9.4,8.5,39.8,33.3,48.0,,44.4,21.4,79.1,81.1,83.4,2021
206,150162990250030,Chicago,Cook,LARGE,184.0,5.2,2.7,3.1,2.1,2.7,69.3,64.7,75.5,72.9,69.9,24.6,92.6,48.3,49.3,2021
207,150162990250031,Chicago,Cook,LARGE,184.0,5.2,2.2,2.5,1.9,2.0,75.9,69.3,82.6,0.0,78.6,24.7,87.4,51.8,56.5,2021
208,150162990250034,Chicago,Cook,LARGE,184.0,16.4,7.3,8.5,5.7,6.9,57.7,54.3,62.4,,61.2,27.7,85.7,80.2,83.4,2021
209,150162990250035,Chicago,Cook,LARGE,184.0,8.4,3.8,4.8,2.6,3.6,72.2,65.8,80.3,63.6,75.7,27.1,95.9,48.2,48.7,2021
210,150162990250036,Chicago,Cook,LARGE,184.0,7.0,3.4,3.7,3.1,2.9,73.7,73.9,73.5,45.9,76.9,27.6,91.0,57.8,59.1,2021
211,150162990250037,Chicago,Cook,LARGE,184.0,6.8,2.8,3.6,2.0,3.0,80.5,73.9,87.2,81.8,80.6,24.9,92.2,33.6,35.9,2021
212,150162990250039,Chicago,Cook,LARGE,184.0,1.6,1.4,2.2,0.8,1.6,94.1,92.1,95.2,,93.6,25.7,82.5,22.6,25.1,2021
213,150162990250041,Chicago,Cook,LARGE,184.0,6.5,4.1,4.3,3.8,4.0,68.0,63.0,74.5,65.5,70.2,27.7,94.4,57.4,59.1,2021
214,150162990250042,Chicago,Cook,LARGE,184.0,13.4,3.0,4.6,1.3,2.9,73.1,73.1,73.2,52.9,77.5,22.9,90.6,60.2,61.4,2021
215,150162990250043,Chicago,Cook,LARGE,184.0,3.6,1.9,2.2,1.6,2.1,82.5,80.1,85.3,83.1,83.3,29.2,96.4,35.8,42.9,2021
216,150162990250044,Chicago,Cook,LARGE,184.0,17.8,10.3,11.8,8.1,10.3,43.4,43.6,43.1,42.9,45.5,18.9,85.4,79.6,82.0,2021
217,150162990250046,Chicago,Cook,LARGE,184.0,1.7,0.4,0.6,0.2,0.5,98.4,97.9,98.9,100.0,97.8,28.0,92.9,31.9,33.9,2021
218,150162990250047,Chicago,Cook,LARGE,184.0,4.3,1.7,2.5,1.1,1.1,89.9,85.8,93.5,92.8,90.4,30.3,92.1,29.6,36.9,2021
219,150162990250048,Chicago,Cook,LARGE,184.0,3.8,2.6,3.5,1.7,2.5,80.0,77.0,83.2,71.4,78.9,28.1,87.7,55.0,56.3,2021
220,150162990250049,Chicago,Cook,LARGE,184.0,8.6,4.7,6.0,2.7,4.9,68.5,60.8,80.4,,69.4,20.4,90.4,54.1,57.0,2021
221,150162990250052,Chicago,Cook,LARGE,184.0,5.6,0.5,0.9,0.3,0.6,86.1,80.0,88.5,,84.6,25.5,81.3,68.1,69.9,2021
222,150162990250053,Chicago,Cook,LARGE,184.0,1.9,1.3,1.2,1.4,1.1,95.9,96.4,95.5,100.0,96.0,24.1,91.0,34.9,43.0,2021
223,150162990250526,Chicago,Cook,LARGE,184.0,11.1,5.1,6.3,3.7,4.6,69.0,64.1,74.8,,71.1,26.2,82.6,63.4,65.0,2021
224,150162990250531,Chicago,Cook,LARGE,184.0,10.6,2.5,3.2,1.9,2.6,81.0,92.3,73.0,,82.3,26.4,83.3,78.4,78.8,2021
225,150162990250533,Chicago,Cook,LARGE,184.0,0.9,0.4,0.3,0.4,0.2,96.8,97.6,96.3,97.1,95.6,27.3,96.8,23.5,30.3,2021
226,150162990250534,Chicago,Cook,LARGE,184.0,6.5,0.2,0.2,0.2,0.2,93.4,92.3,94.2,,94.8,29.2,93.3,46.1,45.8,2021
227,150162990250536,Chicago,Cook,LARGE,184.0,19.0,11.9,15.2,8.2,11.4,58.8,54.7,63.3,,63.0,17.6,82.9,77.1,77.7,2021
228,150162990250537,Chicago,Cook,LARGE,184.0,2.4,0.3,0.4,0.3,0.2,96.3,97.6,95.4,,95.7,30.4,93.2,54.0,54.4,2021
229,150162990250543,Chicago,Cook,LARGE,184.0,11.3,3.8,5.4,1.5,4.4,59.8,59.1,61.0,,60.0,25.2,87.0,62.5,62.4,2021
230,150162990250545,Chicago,Cook,LARGE,184.0,7.9,3.0,4.5,1.5,2.9,79.9,74.0,86.0,,82.8,23.2,82.9,70.6,73.0,2021
231,150162990250616,Chicago,Cook,LARGE,184.0,34.1,19.1,22.6,12.6,16.7,22.6,24.4,20.5,,20.8,17.4,78.6,72.9,73.2,2021
232,150162990250617,Chicago,Cook,LARGE,184.0,11.7,3.1,3.9,2.3,2.7,77.2,72.0,83.1,75.0,79.6,27.7,92.8,46.0,45.8,2021
233,150162990250763,Chicago,Cook,LARGE,184.0,7.0,2.3,2.3,2.2,1.8,69.8,66.7,74.4,,71.3,25.8,81.9,71.2,72.3,2021
234,150162990250764,Chicago,Cook,LARGE,184.0,1.2,0.4,0.5,0.4,0.5,97.2,96.3,97.9,93.8,97.7,26.2,95.2,15.2,21.1,2021
235,150162990250767,Chicago,Cook,LARGE,184.0,3.5,1.7,2.3,1.1,1.6,85.2,83.4,87.3,,85.4,25.4,94.9,61.1,60.6,2021
236,150162990250772,Chicago,Cook,LARGE,184.0,3.6,1.6,0.6,2.5,1.5,98.0,96.3,100.0,96.5,96.8,22.1,95.2,31.7,40.8,2021
237,150162990250779,Chicago,Cook,LARGE,184.0,1.7,0.4,0.5,0.4,0.5,97.0,95.2,98.2,90.9,97.0,26.6,97.5,18.6,20.0,2021
238,150162990250788,Chicago,Cook,LARGE,184.0,4.3,0.6,0.3,0.8,0.6,96.5,93.9,98.1,,97.6,26.5,96.3,28.4,32.9,2021
239,150162990250794,Chicago,Cook,LARGE,184.0,1.0,0.5,0.6,0.4,0.5,97.6,97.5,97.6,93.4,98.2,26.8,95.4,12.8,18.7,2021
240,150162990250795,Chicago,Cook,LARGE,184.0,1.5,0.8,0.8,0.8,0.5,92.9,91.5,94.6,,94.2,18.9,85.2,44.8,43.6,2021
241,150162990250796,Chicago,Cook,LARGE,184.0,0.7,0.2,0.2,0.2,0.0,98.1,96.6,99.4,98.7,98.9,27.1,93.2,24.4,35.8,2021
242,150162990250803,Chicago,Cook,LARGE,184.0,1.6,0.4,0.3,0.4,0.4,98.5,97.4,100.0,,99.1,27.1,87.3,51.5,52.7,2021
243,150162990250818,Chicago,Cook,LARGE,184.0,5.6,2.3,2.0,2.9,2.4,48.7,43.5,56.3,,51.4,16.7,92.0,75.0,77.1,2021
244,150162990250820,Chicago,Cook,LARGE,184.0,2.0,0.4,0.7,0.0,0.2,94.2,98.6,90.0,90.0,93.3,27.3,92.4,15.4,17.7,2021
245,150162990250824,Chicago,Cook,LARGE,184.0,11.9,7.7,8.3,6.9,7.7,56.0,50.0,64.4,,64.8,21.1,88.9,65.4,68.0,2021
246,150162990250825,Chicago,Cook,LARGE,184.0,4.7,2.3,2.8,1.8,2.0,86.2,81.3,91.0,,88.4,27.5,95.8,50.7,50.2,2021
247,150162990250826,Chicago,Cook,LARGE,184.0,4.3,0.0,0.0,0.0,0.0,87.3,87.9,86.4,,87.0,13.8,81.6,89.1,89.4,2021
248,150162990250827,Chicago,Cook,LARGE,184.0,2.3,0.7,0.4,0.9,0.7,93.8,89.8,97.9,,93.5,24.2,70.6,67.9,68.3,2021
249,150162990250828,Chicago,Cook,LARGE,184.0,2.2,0.0,0.0,0.0,0.0,96.6,95.7,97.6,,97.3,25.4,89.1,44.4,45.7,2021
250,150162990250829,Chicago,Cook,LARGE,184.0,7.9,1.8,3.2,0.0,0.0,83.3,,,,90.0,10.6,60.0,75.0,76.9,2021
251,150162990250830,Chicago,Cook,LARGE,184.0,3.9,2.1,3.1,1.5,1.6,92.1,81.0,96.4,,93.1,19.6,97.9,43.6,44.7,2021
252,150162990250831,Chicago,Cook,LARGE,184.0,5.6,2.1,5.3,0.0,2.4,100.0,,,,100.0,12.5,81.0,92.0,93.3,2021
253,150162990250832,Chicago,Cook,LARGE,184.0,3.4,0.0,0.0,0.0,0.0,100.0,100.0,100.0,,100.0,17.3,77.8,18.4,20.2,2021
254,150162990250833,Chicago,Cook,LARGE,184.0,1.0,0.3,0.7,0.0,0.4,96.9,94.9,98.2,,97.0,25.0,93.3,42.3,48.0,2021
255,150162990250834,Chicago,Cook,LARGE,184.0,17.0,1.4,4.8,0.0,1.5,88.1,72.7,93.5,,90.0,10.4,73.7,52.1,52.2,2021
256,150162990250835,Chicago,Cook,LARGE,184.0,9.0,4.0,3.7,4.4,4.0,69.8,71.1,68.0,,69.5,21.0,92.2,58.0,55.8,2021
257,150162990250836,Chicago,Cook,LARGE,184.0,8.1,2.4,2.0,2.8,2.5,67.2,67.5,66.7,,69.1,21.3,87.9,0.9,0.9,2021
258,150162990250837,Chicago,Cook,LARGE,184.0,1.9,2.9,3.2,2.3,3.1,76.1,69.1,86.7,,76.6,20.0,95.2,38.9,39.1,2021
259,150162990250841,Chicago,Cook,LARGE,184.0,7.8,3.4,2.7,4.2,3.5,97.7,94.7,100.0,,97.7,20.1,81.8,81.4,82.6,2021
260,150162990250844,Chicago,Cook,LARGE,184.0,13.6,5.7,5.2,6.5,6.0,49.5,47.0,53.7,,49.0,22.2,47.6,80.6,83.3,2021
261,150162990250847,Chicago,Cook,LARGE,184.0,26.5,9.2,8.9,9.7,9.0,41.0,39.2,44.2,,43.9,27.2,69.7,69.9,72.5,2021
262,150162990250848,Chicago,Cook,LARGE,184.0,4.1,0.6,0.9,0.0,0.6,96.7,100.0,91.7,,96.3,20.7,88.2,32.3,34.1,2021
263,150162990250849,Chicago,Cook,LARGE,184.0,1.9,0.3,0.0,0.7,0.4,92.1,92.3,91.9,,92.7,23.6,88.8,55.0,56.0,2021
264,150162990250850,Chicago,Cook,LARGE,184.0,1.6,0.9,1.4,0.0,0.9,93.7,90.0,100.0,,93.3,21.6,44.4,48.8,50.6,2021
265,150162990250851,Chicago,Cook,LARGE,184.0,2.7,1.2,1.7,1.0,1.5,87.1,84.4,88.4,89.7,79.7,27.7,0.0,14.4,20.6,2021
266,150162990250855,Chicago,Cook,LARGE,184.0,3.0,0.3,0.4,0.3,0.2,97.7,96.7,98.2,94.1,97.3,25.2,85.8,42.0,46.5,2021
267,150162990250856,Chicago,Cook,LARGE,184.0,1.4,0.0,0.0,0.0,0.0,86.7,,89.5,,85.7,12.3,90.3,60.2,58.0,2021
268,150162990250857,Chicago,Cook,LARGE,184.0,1.6,0.3,0.2,0.3,0.4,95.1,92.8,96.4,,94.2,28.6,88.1,48.7,49.0,2021
269,150162990250859,Chicago,Cook,LARGE,184.0,5.7,3.2,3.3,3.0,2.6,81.1,77.5,86.3,,81.3,27.7,91.0,46.8,47.3,2021
270,150162990250860,Chicago,Cook,LARGE,184.0,4.6,0.2,0.0,0.3,0.3,92.0,83.3,94.7,,91.5,28.5,88.3,61.3,67.1,2021
271,150162990250861,Chicago,Cook,LARGE,184.0,2.0,0.7,0.8,0.5,0.7,95.7,93.7,98.0,,95.5,22.5,86.7,47.1,47.3,2021
272,150162990250862,Chicago,Cook,LARGE,184.0,19.7,14.4,11.8,17.2,15.6,30.3,21.2,40.4,,30.0,14.0,0.0,51.9,54.3,2021
273,150162990250863,Chicago,Cook,LARGE,184.0,5.9,3.1,4.8,2.1,2.9,86.9,84.6,88.4,,86.5,22.0,84.0,57.9,60.4,2021
274,150162990250867,Chicago,Cook,LARGE,184.0,8.5,3.7,5.3,2.1,3.4,2.6,0.0,5.9,,2.8,21.2,73.3,70.2,69.9,2021
275,15016905025001C,Chicago,Cook,SMALL,176.0,2.2,0.6,1.5,0.0,0.3,,,,,,,60.0,36.7,36.1,2021
276,15016906025001C,Chicago,Cook,SMALL,184.0,8.1,3.8,3.8,,1.5,57.9,57.9,,,61.5,15.0,85.7,72.9,72.2,2021
277,160194240260001,Genoa,Dekalb,MEDIUM,177.0,6.6,2.0,2.9,0.9,4.8,95.2,91.3,100.0,94.8,92.7,19.0,92.6,31.2,45.3,2021
278,160194250260001,Shabbona,Dekalb,MEDIUM,179.0,6.7,2.2,2.2,2.2,3.4,87.9,87.2,88.9,87.3,75.0,18.7,84.4,41.7,54.8,2021
279,160194260260003,Kirkland,Dekalb,MEDIUM,176.0,7.3,3.4,2.8,4.1,0.0,93.3,100.0,88.9,94.3,93.3,11.6,89.5,17.6,28.9,2021
280,160194270260001,Sycamore,Dekalb,LARGE,176.0,5.5,1.7,1.8,1.6,1.6,96.5,95.7,97.2,96.6,93.2,21.7,90.7,53.8,69.0,2021
281,160194280260011,Dekalb,Dekalb,LARGE,176.0,8.2,3.7,3.9,3.5,4.1,78.9,77.5,80.5,84.8,75.0,24.2,93.7,25.9,34.6,2021
282,160194290260003,Hinckley,Dekalb,MEDIUM,176.0,5.6,1.9,2.7,1.0,0.0,83.7,75.0,89.7,85.0,,8.8,90.2,4.9,8.8,2021
283,160194300260001,Sandwich,Dekalb,LARGE,176.0,5.4,2.1,1.7,2.6,4.6,93.2,91.0,95.0,94.8,87.8,17.5,95.0,22.4,35.3,2021
284,160194320260003,Somonauk,Dekalb,MEDIUM,176.0,6.1,0.8,0.8,0.8,1.4,91.3,88.6,94.1,90.6,92.3,12.5,80.0,26.4,31.5,2021
285,170200150260001,Clinton,Dewitt,LARGE,176.0,8.7,5.4,5.7,5.0,8.1,74.6,73.3,76.2,74.4,67.8,14.5,86.6,29.4,40.1,2021
286,170200180260001,Farmer City,Dewitt,MEDIUM,176.0,9.1,2.5,2.2,2.7,2.4,88.7,95.2,84.4,89.8,78.3,11.4,88.1,45.2,63.4,2021
287,170530050260001,Streator,Livingston,MEDIUM,176.0,13.5,5.4,4.6,6.7,10.0,94.4,96.0,90.9,94.3,92.3,13.2,88.9,21.6,35.9,2021
288,17053006J260001,Cullom,Livingston,SMALL,176.0,10.0,0.8,1.6,0.0,0.0,91.3,84.6,100.0,95.2,93.3,9.4,88.1,44.7,56.9,2021
289,170530080260001,Fairbury,Livingston,LARGE,176.0,5.9,1.6,2.0,1.1,3.6,92.2,91.9,92.4,94.1,83.3,18.1,87.0,37.5,63.2,2021
290,170530740270001,Flanagan,Livingston,SMALL,176.0,7.5,4.4,4.5,4.3,3.5,87.1,92.9,82.4,85.7,88.9,9.8,84.8,19.5,23.6,2021
291,170530900170001,Pontiac,Livingston,MEDIUM,176.0,11.6,2.2,2.7,1.7,2.8,89.6,90.7,88.6,90.8,84.1,16.0,95.2,15.1,25.8,2021
292,170532300170001,Dwight,Livingston,SMALL,176.0,12.2,0.9,0.7,1.1,0.0,100.0,100.0,100.0,100.0,100.0,13.4,92.5,10.7,19.4,2021
293,170540210260001,Hartsburg,Logan,SMALL,176.0,3.3,4.6,6.7,2.9,7.4,73.7,,83.3,73.7,70.0,11.8,74.3,23.8,33.3,2021
294,170540230260001,Mount Pulaski,Logan,MEDIUM,176.0,3.2,3.8,0.0,7.8,6.9,86.5,88.2,85.0,85.7,77.8,12.5,91.8,15.4,25.9,2021
295,170544040160001,Lincoln,Logan,MEDIUM,176.0,7.1,1.8,1.2,2.4,2.6,90.9,92.5,88.6,92.8,84.8,17.2,87.7,19.0,30.5,2021
296,170640020260003,Le Roy,McLean,MEDIUM,176.0,6.4,0.5,0.8,0.0,0.0,95.7,97.1,94.4,95.5,100.0,10.9,88.9,13.2,25.6,2021
297,170640030260002,Downs,McLean,MEDIUM,176.0,4.2,0.3,0.6,0.0,0.0,99.0,100.0,97.8,98.9,,10.7,89.4,3.5,16.7,2021
298,170640040260001,Heyworth,McLean,MEDIUM,177.0,7.0,0.4,0.8,0.0,1.5,98.3,96.8,100.0,98.1,100.0,12.6,88.0,8.2,16.5,2021
299,170640050260001,Normal,McLean,LARGE,176.0,7.8,1.9,2.6,1.1,4.5,90.9,89.3,92.3,94.3,77.1,25.1,94.2,30.0,58.7,2021
300,170640050260002,Normal,McLean,LARGE,176.0,8.4,1.4,1.5,1.3,1.7,91.7,90.0,93.3,94.9,83.8,24.3,90.2,31.7,53.8,2021
301,170640050260003,Normal,McLean,LARGE,176.0,26.9,18.2,,,,,,,,,,83.3,31.8,46.2,2021
302,170640070260002,Lexington,McLean,SMALL,176.0,9.7,3.4,2.7,4.2,4.7,92.3,88.9,95.2,92.3,75.0,15.3,96.0,13.5,32.6,2021
303,170640160260009,Stanford,McLean,LARGE,176.0,10.4,1.6,1.9,1.3,3.5,94.2,92.1,96.7,95.2,85.1,14.7,87.9,29.0,46.6,2021
304,170640190260001,Colfax,McLean,MEDIUM,176.0,9.5,4.1,2.3,6.0,3.4,84.0,88.9,78.3,86.7,66.7,15.1,96.7,0.6,0.0,2021
